OrderNumber,QuantityOrdered,UnitPrice ,OrderLineNumber ,TotalSaleValue,OrderDate,Status,QuarterID,Month,Year,ProductLine,TotalCost,ProductCode,CustomerName,Phone,AddressLine1,AddressLine2,City,State,PostalCode,Country,Territory,ContactLastName,ContactFirstName,DealSize
10185,21,$54.00,3,"$1,134.00",14-11-2003,Shipped,4,11,2003,Ships,"$1,009.26",S700_1138,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Small
10197,23,$64.67,9,"$1,487.41",26-11-2003,Shipped,4,11,2003,Ships,"$1,323.79",S700_1138,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Small
10208,38,$74.67,3,"$2,837.46",02-01-2004,Shipped,1,1,2004,Ships,"$2,525.34",S700_1138,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Small
10222,31,$62.67,15,"$1,942.77",19-02-2004,Shipped,1,2,2004,Ships,"$1,729.07",S700_1138,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,NA,Thompson,Valarie,Small
10233,36,$70.67,3,"$2,544.12",29-03-2004,Shipped,1,3,2004,Ships,"$2,264.27",S700_1138,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,NA,Brown,William,Small
10248,36,$71.34,6,"$2,568.24",07-05-2004,Canceled,2,5,2004,Ships,"$2,285.73",S700_1138,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small
10261,34,$62.00,4,"$2,108.00",17-06-2004,Shipped,2,6,2004,Ships,"$1,876.12",S700_1138,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Small
10273,21,$65.34,7,"$1,372.14",21-07-2004,Shipped,3,7,2004,Ships,"$1,221.20",S700_1138,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small
10283,45,$78.67,9,"$3,540.15",20-08-2004,Shipped,3,8,2004,Ships,"$3,150.73",S700_1138,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Medium
10295,26,$75.34,4,"$1,958.84",10-09-2004,Shipped,3,9,2004,Ships,"$1,743.37",S700_1138,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Small
10306,50,$54.00,3,"$2,700.00",14-10-2004,Shipped,4,10,2004,Ships,"$2,403.00",S700_1138,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10315,41,$62.00,2,"$2,542.00",29-10-2004,Shipped,4,10,2004,Ships,"$2,262.38",S700_1138,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small
10326,39,$60.00,1,"$2,340.00",09-11-2004,Shipped,4,11,2004,Ships,"$2,082.60",S700_1138,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Small
10339,22,$100.00,5,"$2,200.00",23-11-2004,Shipped,4,11,2004,Ships,"$1,958.00",S700_1138,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small
10350,46,$76.67,11,"$3,526.82",02-12-2004,Shipped,4,12,2004,Ships,"$3,138.87",S700_1138,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10373,44,$100.00,14,"$4,400.00",31-01-2005,Shipped,1,1,2005,Ships,"$3,867.60",S700_1138,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium
10385,25,$77.34,1,"$1,933.50",28-02-2005,Shipped,1,2,2005,Ships,"$1,699.55",S700_1138,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10396,39,$66.67,1,"$2,600.13",23-03-2005,Shipped,1,3,2005,Ships,"$2,285.51",S700_1138,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10414,37,$71.34,6,"$2,639.58",06-05-2005,On Hold,2,5,2005,Ships,"$2,320.19",S700_1138,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Small
10106,31,$100.00,7,"$3,100.00",17-02-2003,Shipped,1,2,2003,Planes,"$2,790.00",S700_1691,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10120,47,$82.21,13,"$3,863.87",29-04-2003,Shipped,2,4,2003,Planes,"$3,477.48",S700_1691,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10133,24,$77.64,8,"$1,863.36",27-06-2003,Shipped,2,6,2003,Planes,"$1,677.02",S700_1691,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10143,36,$100.00,2,"$3,600.00",10-08-2003,Shipped,3,8,2003,Planes,"$3,240.00",S700_1691,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium
10156,48,$100.00,2,"$4,800.00",08-10-2003,Shipped,4,10,2003,Planes,"$4,320.00",S700_1691,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10168,28,$98.65,14,"$2,762.20",28-10-2003,Shipped,4,10,2003,Planes,"$2,485.98",S700_1691,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Small
10199,48,$83.12,2,"$3,989.76",01-12-2003,Shipped,4,12,2003,Planes,"$3,590.78",S700_1691,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,NA,Thompson,Steve,Medium
10210,21,$78.55,12,"$1,649.55",12-01-2004,Shipped,1,1,2004,Planes,"$1,484.60",S700_1691,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small
10223,25,$100.00,14,"$2,500.00",20-02-2004,Shipped,1,2,2004,Planes,"$2,250.00",S700_1691,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10235,25,$100.00,8,"$2,500.00",02-04-2004,Shipped,2,4,2004,Planes,"$2,250.00",S700_1691,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small
10250,31,$91.34,9,"$2,831.54",11-05-2004,Shipped,2,5,2004,Planes,"$2,548.39",S700_1691,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Small
10262,40,$84.03,4,"$3,361.20",24-06-2004,Canceled,2,6,2004,Planes,"$3,025.08",S700_1691,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10275,32,$89.51,14,"$2,864.32",23-07-2004,Shipped,3,7,2004,Planes,"$2,577.89",S700_1691,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small
10284,24,$83.12,6,"$1,994.88",21-08-2004,Shipped,3,8,2004,Planes,"$1,795.39",S700_1691,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small
10296,42,$100.00,2,"$4,200.00",15-09-2004,Shipped,3,9,2004,Planes,"$3,780.00",S700_1691,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,,Munich,,80686,Germany,EMEA,Donnermeyer,Michael,Medium
10308,21,$100.00,12,"$2,100.00",15-10-2004,Shipped,4,10,2004,Planes,"$1,890.00",S700_1691,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Steve,Small
10316,34,$82.21,4,"$2,795.14",01-11-2004,Shipped,4,11,2004,Planes,"$2,515.63",S700_1691,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small
10328,27,$100.00,8,"$2,700.00",12-11-2004,Shipped,4,11,2004,Planes,"$2,430.00",S700_1691,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small
10340,30,$88.60,5,"$2,658.00",24-11-2004,Shipped,4,11,2004,Planes,"$2,392.20",S700_1691,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Small
10353,39,$100.00,9,"$3,900.00",04-12-2004,Shipped,4,12,2004,Planes,"$3,510.00",S700_1691,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,NA,Lewis,Dan,Medium
10361,20,$60.54,4,"$1,210.80",17-12-2004,Shipped,4,12,2004,Planes,"$1,089.72",S700_1691,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small
10375,37,$81.87,6,"$3,029.19",03-02-2005,Shipped,1,2,2005,Planes,"$2,695.98",S700_1691,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10388,46,$100.00,2,"$4,600.00",03-03-2005,Shipped,1,3,2005,Planes,"$4,094.00",S700_1691,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Large
10398,47,$87.69,6,"$4,121.43",30-03-2005,Shipped,1,3,2005,Planes,"$3,668.07",S700_1691,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium
10401,11,$100.00,8,"$1,100.00",03-04-2005,On Hold,2,4,2005,Planes,$979.00,S700_1691,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,NA,Brown,William,Small
10416,23,$91.34,9,"$2,100.82",10-05-2005,Shipped,2,5,2005,Planes,"$1,869.73",S700_1691,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small
10105,29,$70.15,12,"$2,034.35",11-02-2003,Shipped,1,2,2003,Ships,"$1,810.57",S700_1938,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small
10117,38,$79.68,6,"$3,027.84",16-04-2003,Shipped,2,4,2003,Ships,"$2,694.78",S700_1938,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10128,32,$97.00,3,"$3,104.00",06-06-2003,Shipped,2,6,2003,Ships,"$2,762.56",S700_1938,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10142,43,$84.01,9,"$3,612.43",08-08-2003,Shipped,3,8,2003,Ships,"$3,215.06",S700_1938,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10153,31,$87.48,8,"$2,711.88",28-09-2003,Shipped,3,9,2003,Ships,"$2,413.57",S700_1938,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10166,29,$100.00,3,"$2,900.00",21-10-2003,Shipped,4,10,2003,Ships,"$2,581.00",S700_1938,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Medium
10177,31,$88.34,10,"$2,738.54",07-11-2003,Shipped,4,11,2003,Ships,"$2,437.30",S700_1938,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Small
10185,30,$94.40,10,"$2,832.00",14-11-2003,Shipped,4,11,2003,Ships,"$2,520.48",S700_1938,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Small
10196,50,$94.40,2,"$4,720.00",26-11-2003,Shipped,4,11,2003,Ships,"$4,200.80",S700_1938,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,NA,Murphy,Leslie,Medium
10208,40,$80.55,10,"$3,222.00",02-01-2004,Shipped,1,1,2004,Ships,"$2,867.58",S700_1938,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
10221,23,$97.00,4,"$2,231.00",18-02-2004,Shipped,1,2,2004,Ships,"$1,985.59",S700_1938,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small
10232,26,$88.34,7,"$2,296.84",20-03-2004,Shipped,1,3,2004,Ships,"$2,044.19",S700_1938,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small
10248,40,$100.00,13,"$4,000.00",07-05-2004,Canceled,2,5,2004,Ships,"$3,560.00",S700_1938,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Medium
10273,21,$100.00,14,"$2,100.00",21-07-2004,Shipped,3,7,2004,Ships,"$1,869.00",S700_1938,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small
10282,43,$86.61,2,"$3,724.23",20-08-2004,Shipped,3,8,2004,Ships,"$3,314.56",S700_1938,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10293,29,$71.89,5,"$2,084.81",09-09-2004,Shipped,3,9,2004,Ships,"$1,855.48",S700_1938,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small
10306,38,$91.81,10,"$3,488.78",14-10-2004,Shipped,4,10,2004,Ships,"$3,105.01",S700_1938,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10314,23,$76.22,2,"$1,753.06",22-10-2004,Shipped,4,10,2004,Ships,"$1,560.22",S700_1938,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small
10327,20,$100.00,7,"$2,000.00",10-11-2004,Resolved,4,11,2004,Ships,"$1,780.00",S700_1938,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium
10337,36,$70.30,9,"$2,530.80",21-11-2004,Shipped,4,11,2004,Ships,"$2,252.41",S700_1938,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria,Small
10350,28,$100.00,4,"$2,800.00",02-12-2004,Shipped,4,12,2004,Ships,"$2,492.00",S700_1938,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10372,44,$100.00,2,"$4,400.00",26-01-2005,Shipped,1,1,2005,Ships,"$3,867.60",S700_1938,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium
10384,49,$100.00,1,"$4,900.00",23-02-2005,Shipped,1,2,2005,Ships,"$4,307.10",S700_1938,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Medium
10397,32,$80.55,5,"$2,577.60",28-03-2005,Shipped,1,3,2005,Ships,"$2,265.71",S700_1938,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Small
10414,34,$100.00,13,"$3,400.00",06-05-2005,On Hold,2,5,2005,Ships,"$2,988.60",S700_1938,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Medium
10106,30,$100.00,16,"$3,000.00",17-02-2003,Shipped,1,2,2003,Ships,"$2,670.00",S700_2047,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10119,29,$94.14,7,"$2,730.06",28-04-2003,Shipped,2,4,2003,Ships,"$2,429.75",S700_2047,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small
10131,22,$85.99,8,"$1,891.78",16-06-2003,Shipped,2,6,2003,Ships,"$1,683.68",S700_2047,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,NA,Lewis,Dan,Small
10143,26,$100.00,11,"$2,600.00",10-08-2003,Shipped,3,8,2003,Ships,"$2,314.00",S700_2047,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Small
10155,32,$91.43,9,"$2,925.76",06-10-2003,Shipped,4,10,2003,Ships,"$2,603.93",S700_2047,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small
10167,29,$100.00,5,"$2,900.00",23-10-2003,Canceled,4,10,2003,Ships,"$2,581.00",S700_2047,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small
10178,34,$96.86,8,"$3,293.24",08-11-2003,Shipped,4,11,2003,Ships,"$2,930.98",S700_2047,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium
10186,24,$99.57,5,"$2,389.68",14-11-2003,Shipped,4,11,2003,Ships,"$2,126.82",S700_2047,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Small
10197,24,$90.52,2,"$2,172.48",26-11-2003,Shipped,4,11,2003,Ships,"$1,933.51",S700_2047,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Small
10209,33,$88.71,4,"$2,927.43",09-01-2004,Shipped,1,1,2004,Ships,"$2,605.41",S700_2047,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,NA,Chandler,Michael,Small
10222,26,$100.00,8,"$2,600.00",19-02-2004,Shipped,1,2,2004,Ships,"$2,314.00",S700_2047,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,NA,Thompson,Valarie,Small
10249,40,$95.95,4,"$3,838.00",08-05-2004,Shipped,2,5,2004,Ships,"$3,415.82",S700_2047,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,NA,Tseng,Kyung,Medium
10262,44,$94.14,13,"$4,142.16",24-06-2004,Canceled,2,6,2004,Ships,"$3,686.52",S700_2047,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10274,24,$90.52,5,"$2,172.48",21-07-2004,Shipped,3,7,2004,Ships,"$1,933.51",S700_2047,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Small
10283,20,$94.14,2,"$1,882.80",20-08-2004,Shipped,3,8,2004,Ships,"$1,675.69",S700_2047,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small
10296,34,$100.00,11,"$3,400.00",15-09-2004,Shipped,3,9,2004,Ships,"$3,026.00",S700_2047,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,,Munich,,80686,Germany,EMEA,Donnermeyer,Michael,Medium
10307,34,$97.76,5,"$3,323.84",14-10-2004,Shipped,4,10,2004,Ships,"$2,958.22",S700_2047,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Medium
10316,45,$93.24,13,"$4,195.80",01-11-2004,Shipped,4,11,2004,Ships,"$3,734.26",S700_2047,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium
10328,41,$100.00,9,"$4,100.00",12-11-2004,Shipped,4,11,2004,Ships,"$3,649.00",S700_2047,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10339,55,$71.25,15,"$3,918.75",23-11-2004,Shipped,4,11,2004,Ships,"$3,487.69",S700_2047,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium
10352,23,$100.00,3,"$2,300.00",03-12-2004,Shipped,4,12,2004,Ships,"$2,047.00",S700_2047,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,,Brickhaven,MA,58339,USA,NA,Taylor,Leslie,Small
10361,24,$45.39,14,"$1,089.36",17-12-2004,Shipped,4,12,2004,Ships,$969.53,S700_2047,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small
10373,32,$84.41,15,"$2,701.12",31-01-2005,Shipped,1,1,2005,Ships,"$2,374.28",S700_2047,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small
10386,29,$85.76,13,"$2,487.04",01-03-2005,Resolved,1,3,2005,Ships,"$2,186.11",S700_2047,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10398,36,$100.00,7,"$3,600.00",30-03-2005,Shipped,1,3,2005,Ships,"$3,164.40",S700_2047,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium
10400,46,$87.80,5,"$4,038.80",01-04-2005,Shipped,2,4,2005,Ships,"$3,550.11",S700_2047,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Medium
10415,32,$95.95,4,"$3,070.40",09-05-2005,Disputed,2,5,2005,Ships,"$2,698.88",S700_2047,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium
10106,34,$100.00,9,"$3,400.00",17-02-2003,Shipped,1,2,2003,Planes,"$3,060.00",S700_2466,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10120,24,$100.00,15,"$2,400.00",29-04-2003,Shipped,2,4,2003,Planes,"$2,160.00",S700_2466,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10131,40,$100.00,1,"$4,000.00",16-06-2003,Shipped,2,6,2003,Planes,"$3,600.00",S700_2466,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,NA,Lewis,Dan,Medium
10143,26,$82.77,4,"$2,152.02",10-08-2003,Shipped,3,8,2003,Planes,"$1,936.82",S700_2466,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Small
10155,20,$100.00,2,"$2,000.00",06-10-2003,Shipped,4,10,2003,Planes,"$1,800.00",S700_2466,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small
10168,31,$100.00,16,"$3,100.00",28-10-2003,Shipped,4,10,2003,Planes,"$2,790.00",S700_2466,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium
10178,22,$87.75,1,"$1,930.50",08-11-2003,Shipped,4,11,2003,Planes,"$1,737.45",S700_2466,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Small
10198,42,$100.00,1,"$4,200.00",27-11-2003,Shipped,4,11,2003,Planes,"$3,780.00",S700_2466,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium
10210,26,$99.72,14,"$2,592.72",12-01-2004,Shipped,1,1,2004,Planes,"$2,333.45",S700_2466,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small
10222,37,$87.75,1,"$3,246.75",19-02-2004,Shipped,1,2,2004,Planes,"$2,922.08",S700_2466,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,NA,Thompson,Valarie,Medium
10235,38,$88.75,10,"$3,372.50",02-04-2004,Shipped,2,4,2004,Planes,"$3,035.25",S700_2466,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Medium
10250,35,$100.00,11,"$3,500.00",11-05-2004,Shipped,2,5,2004,Planes,"$3,150.00",S700_2466,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Medium
10262,33,$90.75,6,"$2,994.75",24-06-2004,Canceled,2,6,2004,Planes,"$2,695.28",S700_2466,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10275,39,$100.00,16,"$3,900.00",23-07-2004,Shipped,3,7,2004,Planes,"$3,510.00",S700_2466,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10284,45,$100.00,8,"$4,500.00",21-08-2004,Shipped,3,8,2004,Planes,"$4,050.00",S700_2466,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Medium
